,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
516,9.9860884494,0.3529739599,0.4290150063,321.905210676,3.3027347505,2.6975677147,3.80634,3.50865,25152,0.0831762989,18.3452471643,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
425,10.2540675954,0.3534968089,0.3900870004,294.9799395863,3.3483097803,2.7803194805,3.78936,3.56302,25153,0.0787205638,18.8055678132,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
500,11.3268610827,0.4121514003,0.3992593628,299.9281386804,3.6601331885,3.0399431832,4.18865,3.85079,25154,0.078548781,17.0175549725,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,80.1178817749,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          80.11788177],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
385,9.2193545449,0.4087551416,0.4431304068,255.99976521,3.8431607622,3.19419861,4.45111,3.99242,25155,0.0819681578,14.1262897831,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,88.7925796509,-127,-135.674697876,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          88.79257965],[  -0.    1.   -0. -127.],[   0.            0.            1.         -135.67469788],0,0
405,9.090612709,0.4152825247,0.4420223802,231.8649496658,3.8355861413,3.1923339509,4.43695,3.98386,25155,0.0890743304,13.7249255854,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,88.7925796509,-127,-135.674697876,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          88.79257965],[  -0.    1.   -0. -127.],[   0.            0.            1.         -135.67469788],0,0
366,11.9884691375,0.4020797726,0.3880530451,314.7136123097,3.3125008284,2.8010187001,3.78743,3.42615,25156,0.0343387236,18.6892091114,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
447,11.7603910134,0.3901150075,0.3907773651,329.5120329164,3.2963149638,2.7714849062,3.78258,3.41654,25156,0.0369741484,19.1904015549,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
364,11.7433421776,0.447781453,0.4202491389,254.7911344895,3.5833178685,2.9764633527,4.15209,3.72297,25157,0.0556616682,16.7885700373,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,105.763626099,-127,-119.473114014,0,1,0,,,1,0,0,0,0,[  -1.3299979   -0.          -0.         105.7636261],[  -0.    1.   -0. -127.],[   0.            0.            1.         -119.47311401],0,0
513,11.7402632384,0.4392766212,0.4204878754,263.6243476585,3.6242645129,2.9991250426,4.21609,3.76492,25157,0.0610065103,17.004454694,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,105.763626099,-127,-119.473114014,0,1,0,,,1,0,0,0,0,[  -1.3299979   -0.          -0.         105.7636261],[  -0.    1.   -0. -127.],[   0.            0.            1.         -119.47311401],0,0
350,12.4750000378,0.4006857424,0.3781732291,401.0895563495,3.5384482227,2.9180035015,3.97227,3.82223,25158,0.0355009079,20.9523240607,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,82.2865524292,-127,-129.891571045,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          82.28655243],[  -0.    1.   -0. -127.],[   0.            0.            1.         -129.89157104],0,0
354,12.0332799856,0.3699893263,0.381212974,442.5641196594,3.4628656912,2.8549584755,3.8641,3.76408,25158,0.0398451536,21.8346952431,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,82.2865524292,-127,-129.891571045,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          82.28655243],[  -0.    1.   -0. -127.],[   0.            0.            1.         -129.89157104],0,0
410,9.9910124297,0.3204593415,0.402549561,367.5633892539,3.5242879211,2.904696874,3.86327,3.90085,25159,0.0347251908,19.86441712,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,80.839805603,-127,-125.554214478,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         80.8398056],[  -0.    1.   -0. -127.],[   0.            0.            1.         -125.55421448],0,0
527,11.3912041233,0.3712495222,0.4016372949,386.9349674215,3.4835594781,2.8700576252,3.82712,3.84863,25159,0.0332121574,20.2920845279,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,80.839805603,-127,-125.554214478,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         80.8398056],[  -0.    1.   -0. -127.],[   0.            0.            1.         -125.55421448],0,0
455,12.2455253467,0.4093042527,0.3745055109,400.0028355481,3.6085020992,3.0934543878,3.99458,3.80248,25160,0.072855677,18.5385375319,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-132.060241699,-139.289154053,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.           1.          -0.        -132.0602417],[   0.            0.            1.         -139.28915405],0,0
456,10.5732522557,0.3875009523,0.3823389355,308.9823089365,3.7187569349,3.1578076826,4.19102,3.88586,25160,0.0571681846,16.7516581308,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-132.060241699,-139.289154053,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.           1.          -0.        -132.0602417],[   0.            0.            1.         -139.28915405],0,0
367,10.9382034402,0.3860414005,0.3835397665,324.5402816187,3.6070199105,2.9803718367,4.12205,3.81999,25161,0.0600531197,18.395494205,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
509,9.7131719787,0.3542752916,0.3843995816,279.5514994422,3.6348632348,3.0019883483,4.16764,3.83853,25161,0.0659040759,17.327060246,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
373,10.3184292138,0.3178968209,0.3796553073,380.3708771938,3.4123142556,2.8268318729,3.88212,3.62058,25162,0.0440846217,20.3533970888,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.177154541,-132.060241699,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          85.17715454],[  -0.           1.          -0.        -132.0602417],[   0.            0.            1.         -129.16867065],0,0
407,10.2348490431,0.3169379088,0.3777393243,386.3765243665,3.3520627119,2.7711925326,3.82628,3.55216,25162,0.0471985388,20.5408013647,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.177154541,-132.060241699,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          85.17715454],[  -0.           1.          -0.        -132.0602417],[   0.            0.            1.         -129.16867065],0,0
320,11.1692716233,0.3998773966,0.4356874881,342.5548451326,3.5658277946,3.0065296954,4.1076,3.67137,25163,0.0505912307,17.987728259,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,88.0696868896,-127,-125.554214478,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          88.06968689],[  -0.    1.   -0. -127.],[   0.            0.            1.         -125.55421448],0,0
511,11.8465726725,0.4325446206,0.4058124763,307.3450097772,3.364204663,2.8640712449,3.7877,3.50984,25164,0.0375605478,17.3316765173,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
539,11.7094362,0.4193315024,0.406646785,320.102445067,3.3710063634,2.8487930705,3.79897,3.53957,25164,0.0424974421,17.7553409894,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
415,10.000732963,0.3732071218,0.4348950978,329.0449994221,3.3266770996,2.8028307277,3.77072,3.48344,25165,0.0603684506,17.2506986004,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
441,11.2810256386,0.4115447772,0.4304066065,367.1882420302,3.3715519543,2.8547103555,3.7917,3.54072,25165,0.0510817773,17.9794137661,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
390,9.7935025261,0.4034111019,0.4252415824,244.8430516209,3.6243151433,3.0426800216,4.18337,3.7402,25166,0.06277718,15.5439317459,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
453,9.9577875119,0.4159061104,0.42545587,241.110748224,3.5955806872,3.0340710109,4.1214,3.71738,25166,0.0599224997,15.2152045899,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
474,8.9815567685,0.3671442977,0.4505627507,286.8101512739,3.6882493082,3.0664393874,4.20742,3.88875,25167,0.0704394121,15.5698142914,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,90.9612503052,-127,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          90.96125031],[  -0.    1.   -0. -127.],[   0.            0.            1.         -129.16867065],0,0
448,9.6899804109,0.4367530211,0.4268368531,231.718860968,3.4025597061,2.7760337721,3.94994,3.59254,25168,0.0749693985,15.1566464526,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,86.6239013672,-127,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          86.62390137],[  -0.    1.   -0. -127.],[   0.            0.            1.         -129.16867065],0,0
438,9.4986512782,0.3633780561,0.4260530073,321.8867955704,3.5522495113,2.913576612,3.96991,3.87527,25169,0.0422062415,16.7690306355,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,95.2976379395,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          95.29763794],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
356,11.3185578653,0.3855765408,0.4078477852,375.1655151769,3.6853303967,3.1362588401,4.17103,3.82626,25170,0.0555349289,18.7368692156,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,78.6720962524,-127.722892761,-124.831329346,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          78.67209625],[  -0.            1.           -0.         -127.72289276],[   0.            0.            1.         -124.83132935],0,0
525,10.45558091,0.3868839628,0.3975395633,272.7739239365,3.6641796546,3.0374695024,4.23134,3.82774,25171,0.0493172175,16.4164804576,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-134.951812744,-132.78314209,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -134.95181274],[   0.            0.            1.         -132.78314209],0,0
335,8.8647755749,0.3628439198,0.441706067,246.1974202917,3.7172474666,3.0427251343,4.24703,3.9748,25172,0.0628355754,15.1831189975,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-131.337341309,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -131.33734131],[   0.    0.    1. -127.],0,0
477,9.7214272378,0.3868956531,0.4366648103,276.3647716969,3.4431698583,2.9130335835,3.88076,3.61087,25173,0.0870945235,16.8033678671,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,82.2865524292,-134.951812744,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          82.28655243],[  -0.            1.           -0.         -134.95181274],[   0.    0.    1. -127.],0,0
334,11.6284856946,0.4746616497,0.4427565668,289.7921433198,3.6756370643,3.0935220568,4.24722,3.77955,25174,0.0467195073,15.6388361707,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,89.5154724121,-124.831329346,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          89.51547241],[  -0.            1.           -0.         -124.83132935],[   0.    0.    1. -127.],0,0
408,11.4726230335,0.4673070557,0.4424752773,292.3286700355,3.6489303878,3.0588529316,4.22779,3.75687,25174,0.0507704635,15.8111852365,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,89.5154724121,-124.831329346,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          89.51547241],[  -0.            1.           -0.         -124.83132935],[   0.    0.    1. -127.],0,0
439,13.6580487355,0.4282604324,0.3646312784,410.4469551464,3.17732158,2.7628307828,3.54681,3.27336,25175,0.045886111,20.8296441404,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,87.3467941284,-125.554214478,-139.289154053,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          87.34679413],[  -0.            1.           -0.         -125.55421448],[   0.            0.            1.         -139.28915405],0,0
542,8.9454064082,0.3591099819,0.3792284241,224.3231923576,3.2509127045,2.7935450262,3.61648,3.40075,25175,0.1095252404,15.5613193393,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,87.3467941284,-125.554214478,-139.289154053,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          87.34679413],[  -0.            1.           -0.         -125.55421448],[   0.            0.            1.         -139.28915405],0,0
479,9.9761000062,0.3364691884,0.3867396983,309.3218873513,3.1385482506,2.5989513092,3.54744,3.35329,25176,0.076306318,19.2867272718,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-134.951812744,-134.228912354,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.            1.           -0.         -134.95181274],[   0.            0.            1.         -134.22891235],0,0
446,10.5570525998,0.4003917275,0.408814025,344.7469036138,3.0382413564,2.4590868401,3.46997,3.28676,25177,0.0494754024,18.0242601252,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-140.012054443,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -140.01205444],0,0
536,10.7568464105,0.3931656777,0.4098851668,307.6586766736,3.1032030509,2.5058461742,3.54613,3.36298,25177,0.0439482772,18.4773331199,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
330,10.341045228,0.3279719789,0.3961558731,342.0028514522,3.3469185234,2.7371992391,3.74037,3.66195,25178,0.0560690136,20.2738908282,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,87.3467941284,-131.337341309,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          87.34679413],[  -0.            1.           -0.         -131.33734131],[   0.    0.    1. -127.],0,0
506,10.0920219985,0.3394392507,0.3962968562,282.123561571,3.1617722382,2.6953421539,3.53701,3.31543,25179,0.0789899694,19.5057627228,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,75.0576400757,-138.566253662,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          75.05764008],[  -0.            1.           -0.         -138.56625366],[   0.            0.            1.         -127.72289276],0,0
426,9.1709065271,0.3464433265,0.4275615647,254.2948262383,3.3355884183,2.711582733,3.75453,3.64535,25180,0.0701200441,17.2969847259,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
434,8.9836809144,0.3407793024,0.4276215026,269.6990940897,3.2621700642,2.6433798194,3.64399,3.60399,25180,0.0897910168,17.659702702,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
413,11.0340395612,0.3874775749,0.3993018311,307.497638484,3.3263770246,2.716094005,3.7778,3.58699,25181,0.0480330026,18.6861576678,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
436,11.2601080223,0.4134864925,0.4028555532,284.9079986975,3.3848280005,2.7834247394,3.81525,3.65181,25181,0.0893639505,17.9206181067,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
493,11.063256871,0.3776678758,0.3966141845,374.8009016769,3.1023813015,2.6591975698,3.4568,3.2483301936,25182,0.0627274707,19.6332789249,anat_1,session_1,NYU_2,,32,,,,1,,1.33001,1,1,1,62.6642913818,-127,-139.853317261,0,1,0,,,1,0,0,0,0,[ -1.33000648  -0.          -0.          62.66429138],[  -0.    1.   -0. -127.],[   0.            0.            0.99999994 -139.85331726],0,0
533,10.3961005728,0.3778905667,0.3985021654,315.1501284976,3.1781672459,2.7156503966,3.5184,3.35979,25182,0.0691717473,18.4992808104,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,73.6118545532,-127,-136.397583008,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          73.61185455],[  -0.    1.   -0. -127.],[   0.            0.            1.         -136.39758301],0,0
452,9.8978100142,0.3343748639,0.3899217376,304.0892608033,3.2413466767,2.7272443656,3.63477,3.43539,25183,0.0920681997,19.5354631033,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
440,10.5477685597,0.3787314114,0.4034208392,347.464402293,3.1328377321,2.5397333456,3.54525,3.41489,25184,0.0582420174,18.623785302,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,93.8528213501,-127.722892761,-134.951812744,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          93.85282135],[  -0.            1.           -0.         -127.72289276],[   0.            0.            1.         -134.95181274],0,0
435,10.9174900758,0.3507440003,0.3957915926,409.010706754,3.0758325721,2.5048161004,3.53469,3.2867,25185,0.0545727429,21.0838558982,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,80.1178817749,-127,-132.78314209,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          80.11788177],[  -0.    1.   -0. -127.],[   0.            0.            1.         -132.78314209],0,0
510,14.1415660245,0.4844805028,0.3898705133,446.1233556004,3.1034031009,2.4849289097,3.62608,3.31713,25186,0.0508325466,21.0694830996,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,75.7805328369,-127,-139.289154053,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          75.78053284],[  -0.    1.   -0. -127.],[   0.            0.            1.         -139.28915405],0,0
412,9.1574699667,0.3473859914,0.4427442927,203.6357990206,3.4090102032,3.22882,3.2597301943,3.7640902244,25234,0.0779879619,17.4782408285,anat_1,session_2,UPSM_1,,32,,,,1,,1,1,1,1,94.077545166,-128.713302612,-62.5933837891,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          94.07754517],[  -0.            0.99999994   -0.         -128.71330261],[  0.           0.           0.99999994 -62.59338379],0,0
571,9.403908043,0.3527142926,0.4472858425,210.9611964324,3.39643,3.17977,3.28728,3.7483,25234,0.0689783817,17.7435500991,anat_1,session_1,UPSM_1,,32,,,,1,,1,1,1,1,100.997138977,-124.255844116,-71.7987976074,0,1,0,,,1,0,0,0,0,[  -1.           -0.           -0.          100.99713898],[  -0.            1.           -0.         -124.25584412],[  0.           0.           1.         -71.79879761],0,0
392,9.2920039272,0.3386789642,0.4234883807,211.3274378309,3.2349501928,3.00524,3.1740801892,3.5490202115,25235,0.0684903177,19.0652996987,anat_1,session_2,UPSM_1,,32,,,,1,,1,1,1,1,95.556022644,-131.679519653,-57.9517364502,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          95.55602264],[  -0.            0.99999994   -0.         -131.67951965],[  0.           0.           0.99999994 -57.95173645],0,0
563,9.5387616673,0.3454211947,0.4260380917,243.2118017912,3.15844,2.91136,3.15337,3.432,25235,0.1011083006,19.3920592548,anat_1,session_1,UPSM_1,,32,,,,1,,1,1,1,1,102.589225769,-126.716506958,-70.08934021,0,1,0,,,1,0,0,0,0,[  -1.           -0.           -0.          102.58922577],[  -0.            1.           -0.         -126.71650696],[  0.           0.           1.         -70.08934021],0,0
